id_imovel,localidade,tipo,area_m2,quartos,banheiros,vagas_garagem,idade_anos,preco_venda
IMV-14146,Noroeste,Apartamento,141.0,1.0,1.0,2.0,,1514927.0
IMV-14147,Guará,Casa,486.0,4.0,6.0,,,3028395.0
IMV-14148,Águas Lindas de Goiás,Apartamento,92.0,,1.0,,5.0,202704.0
IMV-14149,São João d’Aliança,Casa,263.0,4.0,6.0,2.0,19.0,509766.0
IMV-14150,Fercal,Casa,263.0,4.0,6.0,4.0,11.0,585081.0
IMV-14151,Novo Gama,Casa,316.0,3.0,4.0,3.0,1.0,
IMV-14152,SCIA / Estrutural,,53.0,3.0,1.0,1.0,24.0,107221.0
IMV-14153,Candangolândia,Apartamento,81.0,3.0,2.0,2.0,39.0,232544.0
IMV-14154,Águas Claras,Apartamento,,1.0,,1.0,20.0,788713.0
IMV-14155,Cruzeiro,Apartamento,67.0,3.0,2.0,,11.0,428827.0
IMV-14156,São João d’Aliança,Casa,386.0,3.0,3.0,4.0,31.0,639729.0
IMV-14157,Cruzeiro,Apartamento,109.0,4.0,1.0,1.0,25.0,584627.0
IMV-14158,26 de Setembro,Casa,473.0,4.0,5.0,2.0,33.0,929351.0
IMV-14159,Cavalcante,Casa,255.0,4.0,6.0,3.0,5.0,
IMV-14160,Alto Paraíso de Goiás,Casa,252.0,5.0,6.0,3.0,32.0,678986.0
IMV-14161,Riacho Fundo,Apartamento,123.0,1.0,1.0,2.0,6.0,457094.0
IMV-14162,Padre Bernardo,Casa,136.0,4.0,4.0,4.0,26.0,
IMV-14163,Asa Norte,Apartamento,169.0,2.0,2.0,1.0,28.0,1277055.0
IMV-14164,Água Fria de Goiás,Casa,216.0,,6.0,3.0,32.0,309419.0
IMV-14165,Ponte Alta,Casa,264.0,3.0,3.0,4.0,3.0,659683.0
IMV-14166,Fercal,Casa,231.0,3.0,5.0,3.0,38.0,400131.0
IMV-14167,Taguatinga,Apartamento,125.0,3.0,1.0,2.0,14.0,561103.0
IMV-14168,Candangolândia,Apartamento,149.0,3.0,1.0,1.0,29.0,481915.0
IMV-14169,Valparaíso de Goiás,Apartamento,65.0,1.0,1.0,0.0,8.0,166967.0
IMV-14170,Água Fria de Goiás,Casa,290.0,5.0,7.0,2.0,14.0,387393.0
IMV-14171,,Apartamento,168.0,1.0,1.0,2.0,1.0,474432.0
IMV-14172,26 de Setembro,Casa,357.0,4.0,6.0,4.0,35.0,602123.0
IMV-14173,Park Way,Casa,447.0,5.0,6.0,2.0,26.0,2477853.0
IMV-14174,Sobradinho II,Casa,,,4.0,4.0,1.0,607378.0
IMV-14175,Simolândia,Casa,377.0,4.0,6.0,3.0,30.0,378641.0
IMV-14176,Niquelândia,Casa,121.0,5.0,7.0,3.0,3.0,243444.0
IMV-14177,Flores de Goiás,Casa,475.0,4.0,4.0,3.0,0.0,
IMV-14178,Lago Sul,Casa,490.0,4.0,5.0,2.0,40.0,4534539.0
IMV-14179,Sobradinho II,Casa,346.0,5.0,5.0,4.0,37.0,821470.0
IMV-14180,Simolândia,Casa,185.0,5.0,5.0,2.0,23.0,229818.0
IMV-14181,Cocalzinho de Goiás,Casa,382.0,3.0,3.0,3.0,18.0,
IMV-14182,Jardim Botânico,Casa,217.0,4.0,5.0,3.0,16.0,1246478.0
IMV-14183,Goianésia,Casa,260.0,3.0,3.0,2.0,30.0,498206.0
IMV-14184,Cavalcante,Casa,484.0,3.0,5.0,2.0,10.0,1013372.0
IMV-14185,Santo Antônio do Descoberto,Casa,248.0,4.0,5.0,3.0,31.0,421386.0
IMV-14186,Padre Bernardo,Casa,499.0,4.0,5.0,3.0,20.0,884410.0
IMV-14187,São João d’Aliança,Casa,402.0,5.0,7.0,4.0,35.0,636449.0
IMV-14188,Gama,Casa,,5.0,5.0,2.0,1.0,2141309.0
IMV-14189,,Apartamento,174.0,2.0,2.0,1.0,27.0,1004184.0
IMV-14190,Lago Sul,Casa,461.0,4.0,5.0,2.0,15.0,4242058.0
IMV-14191,Água Fria de Goiás,Casa,256.0,4.0,5.0,3.0,29.0,344558.0
IMV-14192,Cruzeiro,Apartamento,145.0,4.0,3.0,,35.0,724431.0
IMV-14193,Simolândia,Casa,398.0,3.0,4.0,2.0,27.0,466724.0
IMV-14194,Água Quente,Casa,175.0,5.0,6.0,2.0,21.0,275293.0
IMV-14195,Arapoangas,Casa,264.0,3.0,3.0,4.0,3.0,741749.0
IMV-14196,Vila Boa,,127.0,5.0,5.0,2.0,8.0,
IMV-14197,São João d’Aliança,Casa,280.0,3.0,3.0,4.0,33.0,369173.0
IMV-14198,Sudoeste / Octogonal,Apartamento,123.0,4.0,3.0,1.0,13.0,1318801.0
IMV-14199,Vila Propício,Casa,,5.0,7.0,4.0,6.0,647263.0
IMV-14200,SIA,Apartamento,55.0,3.0,1.0,0.0,1.0,297826.0
IMV-14201,Cabeceiras,Casa,485.0,5.0,6.0,2.0,,705471.0
IMV-14202,Goianésia,Casa,151.0,3.0,3.0,3.0,14.0,344289.0
IMV-14203,Sobradinho II,Casa,524.0,3.0,5.0,2.0,13.0,1837326.0
IMV-14204,São Sebastião,Apartamento,43.0,4.0,4.0,0.0,17.0,125579.0
IMV-14205,Sobradinho,Casa,379.0,4.0,4.0,,3.0,1765438.0
IMV-14206,Arniqueira,Casa,535.0,5.0,6.0,3.0,,2472026.0
IMV-14207,Valparaíso de Goiás,Apartamento,154.0,2.0,2.0,2.0,27.0,324319.0
IMV-14208,Itapoã,Casa,372.0,4.0,5.0,3.0,17.0,822819.0
IMV-14209,Riacho Fundo II,Casa,318.0,5.0,7.0,4.0,37.0,766303.0
IMV-14210,Vila Boa,,390.0,3.0,3.0,3.0,3.0,636685.0
IMV-14211,Lago Sul,Casa,554.0,3.0,3.0,2.0,7.0,6575587.0
IMV-14212,Planaltina (GO),Casa,240.0,3.0,3.0,3.0,17.0,428227.0
IMV-14213,Águas Lindas de Goiás,,494.0,4.0,4.0,2.0,4.0,1190048.0
IMV-14214,Núcleo Bandeirante,Apartamento,81.0,2.0,1.0,2.0,23.0,319060.0
IMV-14215,Vicente Pires,Casa,516.0,3.0,4.0,4.0,25.0,1692288.0
IMV-14216,SIA,Apartamento,64.0,2.0,2.0,1.0,1.0,396297.0
IMV-14217,Fercal,Casa,326.0,5.0,7.0,2.0,4.0,609040.0
IMV-14218,São Sebastião,Casa,543.0,5.0,6.0,2.0,24.0,1597770.0
IMV-14219,Asa Norte,Apartamento,71.0,1.0,1.0,,17.0,600744.0
IMV-14220,Fercal,Casa,581.0,4.0,5.0,3.0,34.0,935305.0
IMV-14221,Sobradinho II,Casa,177.0,3.0,4.0,4.0,22.0,448613.0
IMV-14222,Águas Claras,Apartamento,138.0,1.0,1.0,2.0,39.0,779337.0
IMV-14223,Alvorada do Norte,Casa,437.0,5.0,7.0,,22.0,504487.0
IMV-14224,Núcleo Bandeirante,Casa,403.0,5.0,7.0,3.0,4.0,1731519.0
IMV-14225,Vicente Pires,Casa,134.0,3.0,3.0,2.0,9.0,590047.0
IMV-14226,Cabeceiras,Casa,277.0,5.0,6.0,3.0,17.0,413485.0
IMV-14227,Fercal,Casa,164.0,5.0,6.0,3.0,29.0,268540.0
IMV-14228,Planaltina (GO),Casa,294.0,3.0,3.0,2.0,8.0,
IMV-14229,Luziânia,Casa,154.0,5.0,7.0,4.0,17.0,303367.0
IMV-14230,Planaltina (GO),Casa,506.0,,7.0,3.0,38.0,944487.0
IMV-14231,Planaltina,Apartamento,118.0,3.0,3.0,2.0,5.0,389291.0
IMV-14232,Santo Antônio do Descoberto,Casa,429.0,3.0,5.0,3.0,0.0,846642.0
IMV-14233,Cristalina,Casa,491.0,3.0,3.0,2.0,40.0,1111390.0
IMV-14234,Santo Antônio do Descoberto,Casa,234.0,3.0,4.0,3.0,2.0,483698.0
IMV-14235,Varjão,Casa,582.0,3.0,4.0,4.0,,1525842.0
IMV-14236,Niquelândia,Casa,572.0,5.0,5.0,3.0,34.0,873196.0
IMV-14237,Água Quente,Casa,,4.0,5.0,4.0,14.0,447484.0
IMV-14238,Candangolândia,Apartamento,,4.0,2.0,,38.0,183352.0
IMV-14239,Park Way,Casa,233.0,5.0,5.0,4.0,27.0,1632382.0
IMV-14240,Brazlândia,Casa,180.0,5.0,5.0,3.0,1.0,599953.0
IMV-14241,Riacho Fundo II,Casa,213.0,4.0,6.0,4.0,8.0,752716.0
IMV-14242,Riacho Fundo,Casa,527.0,3.0,4.0,,18.0,1523811.0
IMV-14243,Alexânia,Casa,304.0,3.0,5.0,4.0,3.0,771024.0
IMV-14244,Cruzeiro,Apartamento,117.0,4.0,,2.0,37.0,666229.0
IMV-14245,SCIA / Estrutural,Casa,391.0,5.0,7.0,2.0,26.0,839167.0
IMV-14246,26 de Setembro,Casa,308.0,4.0,6.0,3.0,29.0,599047.0
IMV-14247,Planaltina,Casa,234.0,4.0,6.0,4.0,10.0,711824.0
IMV-14248,Pirenópolis,Casa,168.0,5.0,6.0,3.0,17.0,
IMV-14249,Ponte Alta,Casa,336.0,3.0,5.0,3.0,17.0,763389.0
IMV-14250,Asa Norte,Apartamento,57.0,3.0,1.0,1.0,,468960.0
IMV-14251,Noroeste,Apartamento,114.0,1.0,1.0,1.0,33.0,939730.0
IMV-14252,Goianésia,Casa,467.0,4.0,6.0,3.0,,1161172.0
IMV-14253,Niquelândia,Casa,,4.0,6.0,4.0,28.0,172935.0
IMV-14254,Lago Sul,Casa,331.0,3.0,3.0,4.0,16.0,3580485.0
IMV-14255,Cidade Ocidental,Casa,196.0,5.0,5.0,3.0,2.0,497605.0
IMV-14256,Asa Norte,Apartamento,92.0,2.0,1.0,2.0,39.0,733125.0
IMV-14257,Alexânia,Casa,380.0,5.0,7.0,3.0,7.0,851968.0
IMV-14258,Ceilândia,Apartamento,45.0,3.0,3.0,0.0,16.0,143122.0
IMV-14259,Ceilândia,Casa,337.0,5.0,6.0,4.0,23.0,937961.0
IMV-14260,Águas Lindas de Goiás,Casa,406.0,5.0,,3.0,32.0,738524.0
IMV-14261,Cristalina,Casa,289.0,4.0,4.0,3.0,10.0,
IMV-14262,Planaltina (GO),Casa,565.0,3.0,4.0,2.0,,939661.0
IMV-14263,26 de Setembro,Casa,165.0,,3.0,3.0,19.0,328250.0
IMV-14264,Asa Norte,Apartamento,143.0,1.0,1.0,1.0,25.0,1158624.0
IMV-14265,Santo Antônio do Descoberto,Casa,544.0,4.0,5.0,4.0,29.0,847705.0
IMV-14266,Sobradinho II,Casa,525.0,5.0,5.0,3.0,16.0,1619934.0
IMV-14267,Gama,Casa,371.0,3.0,3.0,3.0,28.0,991713.0
IMV-14268,Cabeceira Grande,Casa,352.0,5.0,7.0,,13.0,513945.0
IMV-14269,Samambaia,,,4.0,1.0,2.0,35.0,448023.0
IMV-14270,Alvorada do Norte,Casa,299.0,3.0,3.0,4.0,16.0,369890.0
IMV-14271,,Apartamento,62.0,2.0,1.0,1.0,8.0,354573.0
IMV-14272,Santa Maria,Apartamento,145.0,2.0,2.0,1.0,26.0,
IMV-14273,Recanto das Emas,Apartamento,142.0,1.0,1.0,2.0,38.0,325662.0
IMV-14274,Água Fria de Goiás,Casa,339.0,4.0,5.0,4.0,16.0,559667.0
IMV-14275,Varjão,Apartamento,142.0,3.0,2.0,1.0,17.0,398652.0
IMV-14276,Cocalzinho de Goiás,Casa,213.0,4.0,4.0,3.0,37.0,357994.0
IMV-14277,Flores de Goiás,Casa,218.0,5.0,,4.0,1.0,317122.0
IMV-14278,Formosa,Casa,333.0,4.0,6.0,4.0,36.0,877881.0
IMV-14279,Varjão,Casa,333.0,5.0,7.0,2.0,4.0,1189465.0
IMV-14280,Formosa,Casa,213.0,,6.0,3.0,39.0,566868.0
IMV-14281,Alexânia,Casa,395.0,4.0,4.0,3.0,0.0,1211093.0
IMV-14282,Asa Norte,Apartamento,77.0,3.0,1.0,1.0,21.0,573704.0
IMV-14283,Cidade Ocidental,Casa,206.0,3.0,4.0,2.0,32.0,458936.0
IMV-14284,Asa Sul,Apartamento,176.0,2.0,2.0,2.0,33.0,1585294.0
IMV-14285,Valparaíso de Goiás,Apartamento,84.0,4.0,2.0,,40.0,164491.0
IMV-14286,Águas Lindas de Goiás,Apartamento,,4.0,1.0,2.0,7.0,424180.0
IMV-14287,Sudoeste / Octogonal,Apartamento,154.0,,1.0,2.0,15.0,
IMV-14288,Itapoã,Casa,396.0,3.0,5.0,2.0,,1057664.0
IMV-14289,Barro Alto,Casa,181.0,4.0,6.0,4.0,7.0,301415.0
IMV-14290,Ceilândia,Casa,244.0,4.0,4.0,4.0,7.0,754086.0
IMV-14291,Abadiânia,Casa,316.0,5.0,5.0,2.0,18.0,518780.0
IMV-14292,Riacho Fundo II,Apartamento,132.0,,2.0,1.0,8.0,459154.0
IMV-14293,Planaltina,Casa,442.0,5.0,5.0,2.0,9.0,1455351.0
IMV-14294,Noroeste,Apartamento,157.0,1.0,1.0,1.0,37.0,1267189.0
IMV-14295,Fercal,Casa,,4.0,6.0,4.0,25.0,208987.0
IMV-14296,Noroeste,Apartamento,105.0,2.0,2.0,2.0,30.0,1124955.0
IMV-14297,Santo Antônio do Descoberto,,595.0,4.0,6.0,3.0,,1213475.0
IMV-14298,Guará,Casa,,4.0,4.0,2.0,37.0,1842375.0
IMV-14299,Candangolândia,Apartamento,74.0,3.0,2.0,2.0,36.0,241673.0
IMV-14300,Águas Claras,Apartamento,134.0,4.0,2.0,1.0,18.0,840740.0
IMV-14301,Alexânia,,490.0,4.0,6.0,4.0,2.0,1459686.0
IMV-14302,,,405.0,3.0,5.0,2.0,23.0,448132.0
IMV-14303,Guará,Casa,314.0,5.0,7.0,4.0,23.0,1695777.0
IMV-14304,Alexânia,Casa,143.0,5.0,5.0,2.0,16.0,373677.0
IMV-14305,Ceilândia,Apartamento,,,1.0,0.0,12.0,208685.0
IMV-14306,,Casa,470.0,4.0,5.0,4.0,30.0,631666.0
IMV-14307,,Apartamento,94.0,,1.0,,6.0,1183725.0
IMV-14308,Simolândia,,427.0,4.0,4.0,3.0,26.0,501047.0
IMV-14309,Águas Claras,Apartamento,118.0,3.0,1.0,2.0,,758937.0
IMV-14310,Gama,Casa,488.0,5.0,,2.0,15.0,1910569.0
IMV-14311,São Sebastião,Apartamento,145.0,1.0,1.0,2.0,22.0,369828.0
IMV-14312,Pirenópolis,Casa,243.0,4.0,5.0,,25.0,762655.0
IMV-14313,Recanto das Emas,Casa,170.0,,6.0,2.0,38.0,366052.0
IMV-14314,Samambaia,Apartamento,45.0,4.0,2.0,1.0,21.0,158100.0
IMV-14315,Valparaíso de Goiás,Apartamento,72.0,3.0,1.0,2.0,7.0,233021.0
IMV-14316,Brazlândia,Casa,350.0,5.0,7.0,,30.0,801148.0
IMV-14317,Vicente Pires,Casa,185.0,5.0,6.0,,21.0,716760.0
IMV-14318,Planaltina,,137.0,4.0,,2.0,22.0,350663.0
IMV-14319,Itapoã,Casa,383.0,5.0,5.0,4.0,31.0,729513.0
IMV-14320,Brazlândia,Casa,533.0,4.0,5.0,4.0,17.0,1319818.0
IMV-14321,Cocalzinho de Goiás,Casa,176.0,5.0,7.0,4.0,4.0,417105.0
IMV-14322,Vicente Pires,Casa,411.0,4.0,5.0,4.0,26.0,1425386.0
IMV-14323,Sobradinho,Casa,,,7.0,3.0,37.0,1882840.0
IMV-14324,Candangolândia,Casa,592.0,5.0,7.0,2.0,3.0,2824166.0
IMV-14325,Arniqueira,Casa,515.0,5.0,7.0,3.0,2.0,2381776.0
IMV-14326,Vicente Pires,Casa,146.0,5.0,5.0,2.0,12.0,574537.0
IMV-14327,Cidade Ocidental,Casa,216.0,5.0,6.0,3.0,27.0,454255.0
IMV-14328,São João d’Aliança,Casa,,3.0,3.0,4.0,19.0,
IMV-14329,Arniqueira,Casa,257.0,5.0,6.0,4.0,32.0,868112.0
IMV-14330,,Casa,198.0,3.0,4.0,2.0,11.0,271610.0
IMV-14331,Riacho Fundo II,Apartamento,67.0,3.0,2.0,,25.0,162261.0
IMV-14332,Sobradinho II,Casa,,4.0,5.0,3.0,40.0,
IMV-14333,Água Fria de Goiás,Casa,573.0,3.0,3.0,2.0,13.0,840014.0
IMV-14334,Riacho Fundo,Apartamento,107.0,2.0,1.0,2.0,24.0,373668.0
IMV-14335,Brazlândia,Casa,436.0,5.0,,3.0,10.0,1268622.0
IMV-14336,Águas Claras,Apartamento,172.0,1.0,1.0,2.0,34.0,874407.0
IMV-14337,Cidade Ocidental,Casa,398.0,5.0,6.0,3.0,6.0,
IMV-14338,Asa Norte,,96.0,4.0,4.0,2.0,,
IMV-14339,Alexânia,Casa,146.0,4.0,4.0,2.0,31.0,268219.0
IMV-14340,Novo Gama,Casa,,4.0,5.0,2.0,34.0,740292.0
IMV-14341,Niquelândia,Casa,392.0,4.0,4.0,3.0,29.0,478792.0
IMV-14342,Cavalcante,Casa,456.0,3.0,3.0,4.0,36.0,758143.0
IMV-14343,Taguatinga,Apartamento,58.0,,1.0,1.0,9.0,267037.0
IMV-14344,Santa Maria,Apartamento,48.0,2.0,1.0,0.0,,163527.0
IMV-14345,Candangolândia,Casa,,5.0,7.0,,19.0,1025172.0
IMV-14346,,Casa,360.0,4.0,6.0,2.0,3.0,793548.0
IMV-14347,Fercal,Casa,381.0,5.0,6.0,3.0,0.0,911168.0
IMV-14348,Planaltina (GO),Casa,153.0,3.0,3.0,3.0,12.0,319120.0
IMV-14349,Formosa,Casa,280.0,,5.0,3.0,3.0,813492.0
IMV-14350,Valparaíso de Goiás,Apartamento,90.0,4.0,4.0,2.0,14.0,248436.0
IMV-14351,Cristalina,Casa,524.0,5.0,7.0,,23.0,1423575.0
IMV-14352,Cruzeiro,Apartamento,71.0,,1.0,2.0,27.0,423416.0
IMV-14353,Alto Paraíso de Goiás,Casa,138.0,3.0,3.0,4.0,4.0,611945.0
IMV-14354,Fercal,Casa,178.0,4.0,6.0,4.0,20.0,269197.0
IMV-14355,Recanto das Emas,Apartamento,,3.0,2.0,2.0,10.0,
IMV-14356,Brazlândia,Casa,225.0,4.0,5.0,3.0,12.0,634559.0
IMV-14357,Itapoã,Casa,394.0,3.0,4.0,3.0,14.0,902866.0
IMV-14358,Cocalzinho de Goiás,Casa,343.0,3.0,4.0,2.0,4.0,876060.0
IMV-14359,,Apartamento,82.0,2.0,1.0,,13.0,259687.0
IMV-14360,Sobradinho II,Casa,158.0,5.0,7.0,3.0,20.0,472971.0
IMV-14361,,Casa,158.0,3.0,4.0,3.0,14.0,359253.0
IMV-14362,Mimoso de Goiás,Casa,146.0,5.0,6.0,2.0,5.0,184544.0
IMV-14363,Núcleo Bandeirante,Casa,546.0,5.0,,4.0,39.0,1869802.0
IMV-14364,Sudoeste / Octogonal,Apartamento,93.0,2.0,2.0,1.0,22.0,867610.0
IMV-14365,Gama,Apartamento,80.0,1.0,,1.0,0.0,307700.0
IMV-14366,Santo Antônio do Descoberto,Casa,472.0,3.0,5.0,2.0,0.0,1081148.0
IMV-14367,Arniqueira,Casa,503.0,5.0,5.0,4.0,6.0,2182653.0
IMV-14368,,Apartamento,93.0,2.0,2.0,1.0,29.0,226667.0
IMV-14369,Jardim Botânico,Casa,424.0,4.0,4.0,4.0,39.0,1730576.0
IMV-14370,Planaltina,Apartamento,137.0,1.0,1.0,2.0,20.0,335777.0
IMV-14371,Cavalcante,Casa,316.0,5.0,5.0,2.0,15.0,576221.0
IMV-14372,São Sebastião,Casa,179.0,4.0,6.0,3.0,0.0,587555.0
IMV-14373,Planaltina (GO),Casa,179.0,4.0,4.0,3.0,39.0,296014.0
IMV-14374,Cocalzinho de Goiás,Casa,120.0,3.0,4.0,4.0,31.0,190688.0
IMV-14375,Varjão,,,3.0,3.0,2.0,28.0,340493.0
IMV-14376,Itapoã,Casa,503.0,4.0,5.0,2.0,12.0,1345402.0
IMV-14377,Sudoeste / Octogonal,Apartamento,71.0,,1.0,2.0,16.0,713839.0
IMV-14378,Alvorada do Norte,Casa,337.0,4.0,6.0,2.0,36.0,449521.0
IMV-14379,,Apartamento,161.0,1.0,1.0,2.0,,545652.0
IMV-14380,Santa Maria,Apartamento,121.0,2.0,2.0,2.0,26.0,333901.0
IMV-14381,Asa Sul,Apartamento,152.0,1.0,1.0,2.0,19.0,1224447.0
IMV-14382,Planaltina,Apartamento,144.0,2.0,2.0,2.0,14.0,410561.0
IMV-14383,Lago Norte,Casa,,4.0,5.0,,29.0,3528792.0
IMV-14384,Arapoangas,Casa,265.0,3.0,5.0,2.0,6.0,638209.0
IMV-14385,Água Quente,Casa,450.0,,4.0,3.0,8.0,933933.0
IMV-14386,Ceilândia,Casa,306.0,4.0,6.0,2.0,21.0,1035095.0
IMV-14387,Niquelândia,Casa,209.0,5.0,5.0,4.0,30.0,282348.0
IMV-14388,Núcleo Bandeirante,Casa,598.0,5.0,7.0,3.0,16.0,2363773.0
IMV-14389,Cristalina,Casa,379.0,4.0,,2.0,34.0,
IMV-14390,Arniqueira,Casa,152.0,4.0,5.0,2.0,18.0,548227.0
IMV-14391,São João d’Aliança,Casa,212.0,3.0,5.0,4.0,1.0,380130.0
IMV-14392,Cabeceira Grande,Casa,452.0,4.0,4.0,4.0,13.0,659667.0
IMV-14393,Park Way,Casa,424.0,4.0,4.0,2.0,29.0,2265423.0
IMV-14394,Asa Norte,Apartamento,152.0,4.0,1.0,2.0,9.0,1559691.0
IMV-14395,Sobradinho,Casa,294.0,4.0,5.0,4.0,,916314.0
IMV-14396,26 de Setembro,Casa,149.0,4.0,5.0,4.0,,402428.0
IMV-14397,Sobradinho II,Casa,210.0,3.0,4.0,3.0,28.0,634252.0
IMV-14398,Cavalcante,Casa,222.0,5.0,6.0,4.0,26.0,366321.0
IMV-14399,Sol Nascente / Pôr do Sol,Casa,375.0,5.0,7.0,2.0,1.0,846175.0
IMV-14400,Taguatinga,Casa,132.0,5.0,6.0,2.0,37.0,479497.0
IMV-14401,Fercal,Casa,356.0,,5.0,4.0,29.0,498254.0
IMV-14402,Vila Boa,Casa,589.0,3.0,,2.0,18.0,664573.0
IMV-14403,Taguatinga,Casa,444.0,5.0,,2.0,9.0,2116114.0
IMV-14404,Fercal,Casa,192.0,4.0,4.0,3.0,11.0,350325.0
IMV-14405,Águas Claras,Apartamento,159.0,1.0,,1.0,20.0,1033024.0
IMV-14406,Cidade Ocidental,Casa,,3.0,4.0,2.0,40.0,1260991.0
IMV-14407,Barro Alto,Casa,233.0,5.0,6.0,3.0,22.0,312568.0
IMV-14408,Luziânia,Casa,410.0,4.0,5.0,2.0,8.0,898614.0
IMV-14409,Riacho Fundo,Casa,509.0,5.0,6.0,3.0,11.0,
IMV-14410,São João d’Aliança,Casa,121.0,5.0,7.0,2.0,,190137.0
IMV-14411,Samambaia,Apartamento,90.0,2.0,1.0,2.0,18.0,330939.0
IMV-14412,Sobradinho II,Casa,344.0,4.0,6.0,3.0,27.0,975893.0
IMV-14413,Cabeceiras,,,3.0,4.0,4.0,0.0,917454.0
IMV-14414,,Casa,385.0,3.0,4.0,2.0,27.0,831766.0
IMV-14415,Asa Sul,Apartamento,110.0,4.0,1.0,2.0,32.0,780226.0
IMV-14416,Lago Norte,Casa,500.0,4.0,6.0,2.0,31.0,3914246.0
IMV-14417,Brazlândia,Casa,169.0,5.0,5.0,4.0,19.0,
IMV-14418,Simolândia,,550.0,3.0,3.0,4.0,24.0,627407.0
IMV-14419,,Casa,375.0,3.0,3.0,3.0,24.0,889596.0
IMV-14420,Novo Gama,Casa,517.0,5.0,6.0,2.0,15.0,1133469.0
IMV-14421,Águas Claras,Apartamento,111.0,3.0,2.0,1.0,34.0,672063.0
IMV-14422,Cabeceira Grande,Casa,428.0,4.0,5.0,4.0,33.0,528546.0
IMV-14423,Águas Claras,Apartamento,123.0,2.0,1.0,2.0,36.0,748510.0
IMV-14424,Formosa,Casa,553.0,4.0,6.0,3.0,15.0,1586168.0
IMV-14425,Arapoangas,Casa,442.0,4.0,6.0,4.0,37.0,
IMV-14426,Barro Alto,Casa,440.0,4.0,6.0,4.0,18.0,734025.0
IMV-14427,,Casa,535.0,3.0,5.0,2.0,13.0,673975.0
IMV-14428,Riacho Fundo II,Casa,487.0,,4.0,2.0,4.0,1408818.0
IMV-14429,Pirenópolis,Casa,235.0,,4.0,3.0,21.0,798650.0
IMV-14430,Mimoso de Goiás,Casa,191.0,4.0,5.0,2.0,31.0,
IMV-14431,26 de Setembro,Casa,226.0,4.0,6.0,4.0,14.0,512007.0
IMV-14432,Niquelândia,Casa,200.0,5.0,5.0,4.0,9.0,329022.0
IMV-14433,Alvorada do Norte,Casa,150.0,4.0,5.0,2.0,40.0,195527.0
IMV-14434,Candangolândia,Casa,339.0,5.0,7.0,3.0,22.0,1088904.0
IMV-14435,Formosa,Casa,594.0,3.0,4.0,4.0,19.0,1687072.0
IMV-14436,Água Quente,Casa,520.0,5.0,6.0,2.0,17.0,984596.0
IMV-14437,Gama,Apartamento,124.0,1.0,1.0,2.0,23.0,356264.0
IMV-14438,Paranoá,Apartamento,115.0,3.0,1.0,1.0,31.0,283082.0
IMV-14439,Riacho Fundo,Apartamento,51.0,2.0,1.0,0.0,4.0,209675.0
IMV-14440,Riacho Fundo,Apartamento,95.0,3.0,1.0,2.0,36.0,260488.0
IMV-14441,Arapoangas,Casa,,5.0,5.0,4.0,34.0,794794.0
IMV-14442,Samambaia,Apartamento,170.0,4.0,2.0,2.0,,457989.0
IMV-14443,Luziânia,Casa,288.0,3.0,4.0,2.0,18.0,562758.0
IMV-14444,Novo Gama,Casa,224.0,4.0,6.0,4.0,17.0,413623.0
IMV-14445,Pirenópolis,Casa,233.0,3.0,5.0,2.0,13.0,926595.0
IMV-14446,Núcleo Bandeirante,Casa,138.0,5.0,7.0,4.0,11.0,520020.0
IMV-14447,Lago Sul,Casa,573.0,3.0,3.0,2.0,25.0,5306707.0
IMV-14448,,Casa,141.0,5.0,5.0,4.0,30.0,759035.0
IMV-14449,Paranoá,Casa,151.0,,6.0,2.0,4.0,
IMV-14450,Sudoeste / Octogonal,Apartamento,101.0,2.0,1.0,1.0,17.0,1151342.0
IMV-14451,São João d’Aliança,Casa,177.0,3.0,4.0,4.0,17.0,333616.0
IMV-14452,Gama,Apartamento,132.0,3.0,3.0,1.0,5.0,465521.0
IMV-14453,São João d’Aliança,,543.0,,5.0,2.0,10.0,903439.0
IMV-14454,Candangolândia,Apartamento,129.0,4.0,3.0,1.0,31.0,348901.0
IMV-14455,Lago Sul,Casa,511.0,3.0,4.0,3.0,4.0,6494927.0
IMV-14456,Cabeceira Grande,Casa,124.0,5.0,6.0,3.0,27.0,155413.0
IMV-14457,Jardim Botânico,Casa,477.0,4.0,5.0,3.0,1.0,3441134.0
IMV-14458,Arniqueira,,314.0,5.0,7.0,2.0,23.0,
IMV-14459,Simolândia,Casa,563.0,5.0,7.0,2.0,40.0,704709.0
IMV-14460,Cristalina,Casa,157.0,3.0,3.0,2.0,4.0,525044.0
IMV-14461,,Casa,478.0,5.0,6.0,2.0,38.0,677698.0
IMV-14462,Jardim Botânico,Casa,511.0,4.0,6.0,4.0,19.0,3054301.0
IMV-14463,Arniqueira,Casa,332.0,5.0,7.0,2.0,10.0,1262329.0
IMV-14464,Ceilândia,Apartamento,70.0,,2.0,1.0,32.0,172067.0
IMV-14465,Planaltina,Casa,532.0,4.0,6.0,4.0,38.0,
IMV-14466,Asa Norte,Apartamento,125.0,4.0,3.0,2.0,32.0,866082.0
IMV-14467,Padre Bernardo,Casa,,3.0,5.0,2.0,3.0,741758.0
IMV-14468,Noroeste,Apartamento,52.0,1.0,1.0,0.0,26.0,
IMV-14469,,Apartamento,47.0,4.0,1.0,1.0,30.0,291296.0
IMV-14470,Vila Propício,Casa,418.0,4.0,5.0,2.0,19.0,564628.0
